gold_label,sentence1_jeju,sentence2_jeju,ai_answer,result
neutral,"호피간 반응, 담낭관은 정상 범위 안에 있수다.",환자는 부드-키아리 증후군을 앓고 있수다.,,
entailment,"이 둥이는 저절로 울멍 태어났곡, 수술실에서는 보통 관리허는거하고 불어주는 산소만 필요했수다.",이 둥이는 수술실에서 표준 치료를 받았수다.,,
contradiction,"이 둥이는 자연스럽게 울멍 태어났곡, 수술실에서는 보통 관리허는거하고 블로우바이 산소만 필요했수다.",이 둥이는 소생술이 필요했수다.,,
neutral,"이 둥이는 저절로 울음을 터뜨리멍, 수술실에서는 보통 관리허는거하고 블로우바이 산소만 필요했수다.",이거는 달 채워서 낳은 출산이었수다.,,
entailment,"집에서 경끼헌 뒤에, 환자는 흥분허고 정신없어 허멍, 남편 말로는 아무 뜻 없는 몸짓이랑 말만 허고 있었수다.",환자는 뇌졸중 증상을 보이고 있수다.,,
contradiction,"집에서 경끼헌 뒤에, 환자는 흥분 상태가 되멍 정신없어 허멍, 남편 말로는 아무 뜻 없는 몸짓이랑 말만 허고 있었수다.",환자 MMSE 결과는 정상입주.,,
neutral,"집에서 경끼헌 뒤에, 환자는 흥분 상태가 되멍 정신없어 허멍, 남편 말로는 아무 뜻 없는 몸짓이랑 말만 허고 있었수다.",환자는 일과성 뇌허혈발작(TIA)을 겪었수다.,,
entailment,"그 여자 증상을 일으키는 원인은 다음과 같수다: 추운 거, 상기도 감염, 정신적 스트레스, 고냉이, 꽃가루, 꽃, 향수, 그리고 아마 운동입주.",환자는 여러 가지 알레르기 원인 때문에 생기는 상태우다.,,
contradiction,"그 여자 증상을 일으키는 원인은 다음과 같수다: 추운 거, 상기도 감염, 정신적 스트레스, 고냉이, 꽃가루, 꽃, 향수, 그리고 아마 운동.",환자는 그 증상이 어수다.,,
neutral,"그 여자 증상을 일으키는 원인은 다음과 같수다: 추운 거, 상기도 감염, 정신적 스트레스, 고냉이, 꽃가루, 꽃, 향수, 그리고 아마 운동입주.",환자는 여러 가지 원인 때문에 만성폐쇄성폐질환(COPD)이 더 나빠졌수다.,,
entailment,"지금 앓는 병 이력: 이 환자는 여든 살 먹은 남자로, 옛날에 뇌경색 때문에 생긴 후유증으로 오른쪽 반신마비하고 고혈압, 심방세동(워파린 먹고 있고, INR은 2.5)을 앓았수다. [**3193-2-22**]에 오른쪽 몸에 힘이 점점 없어졍 병원에 왔수다.",심장 불규칙허게 뛴 이력.,,
contradiction,"지금 앓는 병 이력: 이 환자는 여든 살 먹은 남자로, 옛날에 뇌경색 때문에 생긴 후유증으로 오른쪽 반신마비하고 고혈압, 심방세동(워파린 먹으멍 INR 2.5)을 앓았수다. [**3193-2-22**]에 오른쪽 몸에 힘이 점점 빠지는 증상이 더 심해졍 병원에 왔수다.",신경학적 증상은 어수다.,,
neutral,"지금 앓는 병의 전 이력: 이 환자는 여든 살 남자인데, 저번에 허혈성 뇌경색을 앓았고, 오른쪽 반신불수가 좀 남았으며, 고혈압하고 심방세동(와파린 먹고 있고, INR은 2.5)이 있수다. [**3193-2-22**]에 오른쪽 힘이 점점 약해지는 증상으로 병원에 왔수다.",고혈압 병력,,
entailment,만성폐쇄성폐질환(COPD): 하루에 한 갑씩 40년 동안 피웠수다.,환자는 40갑년 담배 피운 이력이 있수다.,,
contradiction,만성폐쇄성폐질환(COPD): 하루에 한 갑 / 40년 동안.,환자 폐는 정상이우다.,,
neutral,만성폐쇄성폐질환(COPD): 하루에 한 갑 / 40년 동안.,환자는 폐기종을 앓고 있수다.,,
entailment,[**성 (미상) 3644**] 증후군: [**6-30**]일에 그 여자는 튜브로 밥 먹을 때 가끔 토하면서 배가 더부룩해지고 불편한 게 더 심해졌수다.,환자는 소화기를 통해 영양분을 섭취하고 있수다.,,
contradiction,[**성 (미상) 3644**] 증후군: [**6-30**]에 그 여자는 튜브로 밥 먹을 때 가끔 토하는 거랑 같이 배가 더부룩해지고 불편한 게 더 심해졌수다.,환자는 직접 먹어서 영양을 섭취했수다.,,
neutral,"[**성 (미상) 3644**] 증후군: [**6-30**]에 그 여자는 배가 더부룩한 게 심해지고 불편해하면서, 튜브로 밥 먹을 때 가끔 토하게 됐수다.",환자 상태가 아주 나빠졌수다.,,
entailment,그 사람은 수술 전에 관상동맥 우회 이식 때문에 병원에 왔수다.,환자는 관상동맥질환을 앓고 있수다.,,
contradiction,그 사람은 수술 전에 관상동맥 우회 이식 때문에 병원에 왔수다.,환자 관상동맥은 정상이우다.,,
neutral,그 사람은 수술 전에 관상동맥 우회술 때문에 병원에 왔수다.,환자는 STEMI(급성 ST 상승 심근경색)를 겪었수다.,,
entailment,"[**확인된 환자 성 40312**]은 25살 남자인데, 당뇨병(DM)하고 말기 신부전(ESRD)으로 투석(HD) 받고 있고, [**Hospital1 577**]에서 [**12-24**]개월 전에 폐색전증(PE)을 앓았수다. 이 환자는 정기 검사에서 고칼륨혈증(hyperkalemia)이 나와서 병원으로 옮겨졌수다.",환자 신장은 몸속 칼륨 수치를 조절하는 걸 힘들어하고 있수다.,,
contradiction,"[**확인된 환자 성 40312**]은 25살 남자인데, 당뇨병하고 말기 신부전증으로 투석 받고 있고, [**Hospital1 577**]에서 [**12-24**]개월 전에 폐색전증을 앓았수다. 최근에 정기 검사에서 고칼륨혈증이 나와서 입원하게 됐수다.",환자 신장은 정상이우다.,,
neutral,"[**환자 성 40312**]은 25살 남자인데, 당뇨병(DM)하고 말기 신부전증(ESRD)으로 투석(HD) 받고 있고, [**Hospital1 577**]에서 [**12-24**]개월 전에 폐색전증(PE)을 앓았수다. 이 환자는 정기 검사에서 고칼륨혈증(hyperkalemia)이 나와서 병원으로 보내졌수다.",환자가 여러 번 투석 치료를 빼먹었수다.,,
entailment,PDA하고 후외측 혈관에는 90% 시작되는 부분에 병변이 있었수다.,환자는 다중혈관 질환이 있수다.,,
contradiction,PDA하고 후외측 혈관에는 90% 시작되는 부분에 병변이 있었수다.,환자는 관상동맥질환이 없수다.,,
neutral,PDA하고 후외측 혈관에는 90% 시작되는 부분에 병변이 있었수다.,환자는 CABG(심장동맥우회술)이 필요할 수도 있수다.,,
entailment,"EKG에서는 아랫쪽에서 ST 상승을 보였고, 핵심 MIBI는 옆벽 결함을 보였수다.",환자는 급성 STEMI를 앓고 있수다.,,
contradiction,"EKG 결과에서 아랫쪽 ST 상승이 보였고, 핵심 MIBI 검사에서는 옆벽 결손이 나타났수다.",환자 심장은 정상이우다.,,
neutral,"EKG는 아랫쪽에서 ST 상승을 보였고, 핵심 MIBI는 옆벽 결함을 보였수다.",환자는 경피적 개입술을 받았수다.,,
entailment,"병력: 여러 [** 위치 **] 주사 맞은 후에 차 사고 나서 생긴 어깨 아픈 거, 어깨 다친 거 평가.",차 사고 난 담에 어깨 아픈 거,,
contradiction,"병력: 여러 군데 주사 맞은 후 자동차 사고로 인한 어깨 통증, 어깨 다친 거 평가.",환자는 아픈 거 아니라고 햄수다.,,
neutral,"병력: 여러 군데 충격 받은 차량 사고 후 어깨 통증이 있고, 어깨 다친 거 평가하려 험.",환자 뼈 부러졌수다.,,
entailment,"[3311-12-15]에 진행헌 컴퓨터 단층 촬영(CT) 결과, 6cm 크기 동공이 생긴 왼쪽 웃폐엽 종괴가 확인됐고, 오른쪽 힐라르 림프절에 대한 의문점도 제기됐수다.",환자 폐에 혹이 있수다.,,
contradiction,"[3311-12-15]에 진행헌 컴퓨터 단층 촬영(CT) 결과, 6cm 공동이 있는 왼쪽 웃폐엽 종양이 확인됐고, 오른쪽 힐라르 림프절에 대한 의문점도 제기됐수다.",환자 가슴 CT 결과는 정상임수다.,,
neutral,"[3311-12-15]에 진행헌 컴퓨터 단층 촬영(CT) 결과, 6cm 크기 왼쪽 웃폐엽에 공동이 생긴 종양이 확인됐고, 오른쪽 기관지 힐라 부위 림프절에 대한 의문점도 제기됐수다.",환자는 편평세포암을 앓고 있수다.,,
entailment,"과거에 중요한 병력이 없는 60세 아프리카계 미국 여자가 [9-6] 날 저녁에 발열, 무기력, 구토, 설사, 그리고 복통을 이틀 동안 겪었다고 보고했수다.",그 사람은 위장관 증상을 보이고 있수다.,,
contradiction,"과거에 중요한 의료력이 없는 60세 아프리카계 미국 여자가 [9-6] 저녁에 발열, 무기력, 구토, 설사, 복통 증상을 이틀 동안 겪고 있었다고 보고했수다.",정상인 위장 기능,,
neutral,"과거에 중요한 의료 이력이 없는 60세 아프리카계 미국 여자가 [9-6] 저녁에 발열, 무기력, 구토, 설사, 그리고 복통 증상을 이틀 동안 겪었다고 보고했수다.",그 사람은 식중독에 걸렸수다.,,
entailment,그 후 24시간 동안 그 여자는 냄새 고약한 질 분비물이랑 자궁 통증이 생겼수다.,환자는 자궁내막염을 앓고 있수다.,,
contradiction,그 후 24시간 동안 그 여자는 냄새 고약한 질 분비물이랑 자궁 통증이 생겼수다.,환자신디는 감염이 없수다.,,
neutral,"그 후 24시간 동안, 그 여자는 냄새 고약한 질 분비물이랑 자궁 통증이 생겼수다.",환자가 요새 애기 낳았수다.,,
entailment,"콜리, 최근 NSTEMI(비 ST 상승 심근경색)로 입원했던 환자(2월 8일-9일/[2661]), 그 여자는 오늘 아침 7시에 요양원([Hospital3 2091])에서 반응 없을 때까지는 보통 때처럼 건강했수다.",심근경색 병력,,
contradiction,"콜리, 최근 NSTEMI(비 ST 상승 심근경색)로 입원했던 환자(2/8-9/[2661]), 그 여자는 평소처럼 건강했는데 오늘 아침 7시에 반응 없는 상태로 간호원이 발견했수다([Hospital3 2091]).",그 여자는 심장병 앓은 적 없수다.,,
neutral,"콜리, 최근 NSTEMI(비 ST 상승 심근경색)로 입원했던 환자(2월 8일-9일/[2661])는 평소처럼 건강했는데 오늘 아침에 반응 없는 상태로 발견됐수다. 이 환자는 아침 7시에 간호원이 있는 병원([Hospital3 2091])에서 발견됐수다.",그 여자는 심장마비를 겪었수다.,,
entailment,"백혈구 21.7, 헤마토크릿 42.4, 혈소판 493, 중성구 88, 띠형 세포 1.",환자는 백혈구 수치가 높수다.,,
contradiction,"백혈구 21.7, 헤마토크릿 42.4, 혈소판 493, 중성구 88, 띠형 세포 1.",환자 백혈구 수치는 정상 범위임수다.,,
neutral,"백혈구 수치 21.7, 헤마토크릿 수치 42.4, 혈소판 수치 493, 중성구 비율 88, 띠 모양 세포 수치 1.",환자신디는 박테리아혈증이 있수다.,,
entailment,"환자는 다른 병원으로 옮겨졌고, 심전도 검사에서 환자가 새로운 넓은 왼쪽 번들가지 차단 형태를 보였수다.",환자는 급성 심근경색증과 일치하는 심전도 변화를 보이고 있수다.,,
contradiction,"환자는 다른 병원으로 옮겨졌고, 심전도 검사에서 환자가 새로운 왼쪽 번들가지 차단 형태를 보이는 거를 확인했수다.",환자 심전도 결과는 정상임수다.,,
neutral,"환자는 다른 병원으로 옮겨졌고, 거기서 심전도 검사에서 환자가 새로운 왼쪽 번들가지차단 형태를 보이는 거를 확인했수다.",환자는 관상동맥 질환 앓은 적이 있수다.,,
entailment,그 사름은 삼 주 후에 [**병원 8682**] 클리닉으로 돌아왕 항생제를 처방받았수다.,환자한테 감염이 생겼수다.,,
contradiction,그 사름은 삼 주 후에 [**병원 8682**] 클리닉으로 돌아왕 항생제를 처방받았수다.,환자는 감염 안 됐수다.,,
neutral,그 사름은 삼 주 후에 [**병원 8682**] 클리닉으로 돌아왕 항생제를 처방받았수다.,환자는 셀룰라이티스를 앓고 있수다.,,
entailment,"- 심부전, 대동맥 협착증, 승모판 역류증 - 고혈압 - 2형 당뇨병 - 철 결핍성 빈혈 - 혈관 기형 병력 - 관절 변성 질환 - 인공 고관절 치환술 후 - 손목터널증후군 수술 후 - 충수절제술 후 - 자궁제거술 후",환자는 여러 만성 질환을 앓고 있수다.,,
contradiction,"- 심부전, 대동맥 협착증, 승모판 역류증 - 고혈압 - 2형 당뇨병 - 철결핍성 빈혈 - AVMs의 과거력 - 관절 변성 질환 - 인공 고관절 치환술 후 - 손목터널 수술 후 - 충수제거술 후 - 자궁제거술 후",환자는 병력이 어수다.,,
neutral,"- 심부전, 대동맥 협착증, 승모판 역류증 - 고혈압 - 2형 당뇨병 - 철 결핍성 빈혈 - 혈관 기형 병력 - 관절 변성 질환 - 인공 골반 치환 수술 후 - 손목터널증후군 수술 후 - 충수절제술 후 - 자궁 제거 수술 후",환자는 노약자우다.,,
entailment,그 사름은 가슴 아프단 말 안 했수다.,환자는 가슴 안 아프다고 햄수다.,,
contradiction,그 사름은 가슴 아프단 말 안 했수다.,환자가 가슴 아프다고 하고 있수다.,,
neutral,그 사름은 가슴 아파서 불편하단 말은 안 했수다.,환자는 숨 쉬기 안 어렵다고 햄수다.,,
entailment,그 여자는 전보다 배 아픈 것이 나아졌다고 말했수다.,환자는 배가 아팠수다.,,
contradiction,그 여자는 전보다 배 아픈 것이 나아졌다고 말했수다.,환자는 배 안 아팠수다.,,
neutral,그 여자는 전보다 배 아픈 것이 나아졌다고 말했수다.,환자한테 진통제가 처방됐수다.,,
entailment,"환자가 병동에 도착했을 때 생체 신호는 이랬수다: 체온은 99.5도, 혈압은 129/74, 심박수는 112회, 호흡수는 16회, 보통 공기 쐬는 상태에서 산소포화도는 99%였수다.",생체 신호상 심장이 빨리 뛰는 걸로 나왔수다.,,
contradiction,"환자가 병동에 도착했을 때 생체 신호는 이랬수다: 체온 - 99.5도, 혈압 - 129/74, 심박수 - 112, 호흡수 - 16, 산소포화도 - RA(보통 공기)에서 99%였수다.",생체징후가 불안정했수다.,,
neutral,"환자가 병동에 도착했을 때 생체 신호는 이랬수다: 체온 - 99.5도, 혈압 - 129/74, 심박수 - 112, 호흡수 - 16, 산소포화도 - RA(보통 공기) 상태에서 99%였수다.",폐 기능은 정상우다.,,
entailment,첫 번째 심장 효소 검사 결과는 음성이었수다.,환자는 급성 관상동맥 증후군은 아닌 걸로 보고 있수다.,,
contradiction,첫 번째 심장 효소 검사 결과는 음성이었수다.,환자는 심장 효소 검사에서 양성 반응이 나왔수다.,,
neutral,첫 번째 심장 효소 검사 결과는 음성이었수다.,환자는 심근경색을 겪고 있지 않수다.,,
entailment,"이 오른손에 기운 없는 증상은 며칠 동안 나아져서, 지금은 100% 다 나았수다.",환자는 오른쪽 팔에 기운이 떨어졌수다.,,
contradiction,"이 오른손에 기운 없는 거는 며칠 동안 점점 나아져서, 지금은 100% 회복됐수다.",환자는 기운에 관련된 문제는 어서수다.,,
neutral,"이 오른손벵이 심 엇어난 거는 멧날 동안 좋아졋고, 시방은 100% 다 나앗수다.",환자가 풍 맞앗수다.,,
entailment,영헤서 피 나는 거가 거의 멎엇수다.,환자는 피 나는 증상으로 병원에 왓수다.,,
contradiction,영헤서 피 나는 거가 거의 멎엇수다.,피 나는 거가 안 멎어지고 잇수다.,,
neutral,영헤서 피 나는 거가 거의 멎엇수다.,환자가 다쳤수다.,,
