gold_label,sentence1_jeju,sentence2_jeju,ai_answer,result
contradiction,"¿©µç³Ý »ì ¿©ÀÚºÐÀÌ¼ö´Ù, 8¿ù 27ÀÏ¿¡ ½ÉÀåµ¿¸Æ¿ìÈ¸¼ú(CABG, LIMA-LAD, SVG-OM1)À» ¹ÞÀº °ü»óµ¿¸ÆÁúÈ¯(CAD) È¯ÀÚÀÌ¸Û, ½ÉºÎÀü(CHF)ÇÏ°í ¸»±â ½ÅºÎÀü(ESRD) ¶«½Ã Åõ¼®Ä¡·áµµ ¹Þ°î, Á¦2Çü ´ç´¢º´(DMII)ÀÌ¶û ¸·¹ß¼º ½É¹æ¼¼µ¿(PAF)µµ ¾Î¾Ó ÀÕ¼ö´Ù, ¹Ù±ù º´¿ø¼­ ½ÉÀå Ä«Å×ÅÍ °Ë»ç ÇãÁ¨ ÀÌ¼ÛµÇ¾ú¼ö´Ù.",±×³â Á¤»óÀûÀÎ ÄáÆÏ ±â´É °¡Áö°í ÀÖ¼ö´Ù.,,
neutral,"84»ì ¿©ÀÚºÐÀÌ [8-27]¿¡ ½ÉÀåµ¿¸Æ¿ìÈ¸¼ú(CABG)À» ¹Þ¾Ó(¿ÞÂÊ ³»Èäµ¿¸Æ-Àü¹æÇÏÇàÁö, ´ëµ¿¸Æ±Ã-¿ÜÃøÇÑ°èµ¿¸Æ), ½ÉºÎÀüÁõÀÌ¶û ¸»±â ½ÅºÎÀüÁõ ¶«½Ã Åõ¼®Ä¡·á Çã°í ÀÖ°í 2Çü ´ç´¢º´ÀÌ¶û »ó½Ç¼º ½É¹æ¼¼µ¿µµ ¾Î°í ÀÖ¼ö´Ù, ¿ÜºÎ º´¿ø¼­ ½ÉÀå Ä«Å×ÅÍ °Ë»ç Çæ¶ó°Ô ¿Å°ÜÁ³¼ö´Ù.",±×³â ´ã¹è ÇÉ Àû ÀÖ¼ö´Ù.,,
entailment,"4¼¼ ¶§(25³â Àü) ´ã³¶ ±âÇü ¼ö¼ú Çã°î °£ ÀÌ½Äµµ Çß¼ö´Ù [**¿ù/³â (2) **], Ãµ½ÄÀº Àß °ü¸®µÇÁÖ°í, ¿À¸¥ÂÊ °í°üÀý ¹«Ç÷¼º ±«»ç´Â Á¤Çü¿Ü°ú ¸»·Î´Â ÀÎ°ø °í°üÀý ¼ö¼úÀÌ ÇÊ¿äÇÒ ¼öµµ ÀÖ¼ö´Ù, °¨¿° ÈÄ »ç±¸Ã¼½Å¿° ¶«½Ã ½Å»ý°Ë [**2629-8-4**] Çã¿©º¸³­ IgG Áö¹è¼º ÃâÇ÷¼º Áõ½Ä¼º GNÀÌ¶ó ÇÏ¸Û °¨¿° ÈÄ »ç±¸Ã¼½Å¿° ÀÇ¹ÌÇãÁÖ°Ô, ½ÅÁõÈÄ±º(´Ü¹é´¢ 4.1g)ÀÌ¶û Àú¾ËºÎ¹ÎÇ÷Áõµµ ÀÖ¼ö´Ù, ¼ÒÀå ÀýÁ¦ ¼ö¼úµµ Çß¼ö´Ù.",È¯ÀÚ´Â ¿©·¯ ÀÇ·á ¹®Á¦ °¡Áö°í ÀÖ¼ö´Ù.,,
contradiction,"4»ì Àû¿¡(25³â Àü) ´ã³¶ ±âÇü ¶«½Ã ¼ö¼ú Çå °æ·Â ÀÖ´Â ´ã³¶ Æó¼âÁõÀÌ ÀÖ°í, Ãµ½ÄÀº Àß °ü¸®µÇ¿© ÀÖ¼ö´Ù, Á¤Çü¿Ü°ú ¸»·Î ÇÜ½Åµð ¿À¸¥ÂÊ °í°üÀý ¹«Ç÷°ü¼º ±«»ç ¶«½Ã ÀÎ°ø °í°üÀý ¼ö¼úÀÌ ÇÊ¿äÇæ ¼ö ÀÖ¼ö´Ù, ¶Ç °¨¿° ÈÄ »ç±¸Ã¼½Å¿° ¶«½Ã ½ÅÀå »ý°Ë Çå °æ·Âµµ ÀÖ¼ö´Ù[**2629-8-4**], ±×¶§ IgG Áö¹èÀûÀÎ ÃâÇ÷¼º Áõ½Ä¼º »ç±¸Ã¼½Å¿°ÀÌ ¹ß°ßµÅ¼­ °¨¿° ÈÄ »ç±¸Ã¼½Å¿°ÀÌ¶û ÀÏÄ¡ÇÏÁÖ°Ô, ´Ü¹é´¢Áõ(4.1g ´Ü¹é´¢)ÇÏ°í Àú¾ËºÎ¹ÎÇ÷Áõ ÀÖ´Â ½ÅÁõÈÄ±ºµµ ÀÖ°î ¼ÒÀå ÀýÁ¦ ¼ö¼ú Çå °æ·Âµµ ÀÖ¼ö´Ù.",È¯ÀÚ´Â °Ç°­ÇÑ ¾Æ±âÀÌ¿ì´Ù.,,
neutral,"ÀÌ È¯ÀÚ, 4»ì Àû¿¡(25³â Àü) ´ã³¶ ±âÇüÀ¸·Î ¼ö¼ú Çå ÀÌ·Â ÀÖ±¸ Ãµ½ÄÀº Àß °ü¸®µÇ°í ÀÖ¼ö´Ù, ¿À¸¥ÂÊ °í°üÀý ¹«Ç÷°ü¼º ±«»ç ÀÖÀ¸¸Û Á¤Çü¿Ü°ú ¼Ò°ßÀ¸·Ð ÀÎ°ø °í°üÀý ¼ö¼úÀÌ ÇÊ¿äÇæ ¼öµµ ÀÖ¼ö´Ù, °¨¿° ÈÄ »ç±¸Ã¼½Å¿°µµ ÀÖ¾î½Åµð ½ÅÀå »ý°Ë¿¡¼± IgG ¿ì¼¼¼º Ãà³ó¼º Áõ½Ä¼º »ç±¸Ã¼½Å¿°ÀÌ¶ó ³ª¿Í °¨¿° ÈÄ »ç±¸Ã¼½Å¿°ÀÌ¶û ÀÏÄ¡ÇÏ¸Û, ½ÅÁõÈÄ±º(´Ü¹é´¢ 4.1g)ÇÏ°í Àú¾ËºÎ¹ÎÇ÷Áõ ÀÖ¼ö°í ¼ÒÀå ÀýÁ¦ ¼ö¼ú Çå Àûµµ ÀÖ¼ö´Ù.",È¯ÀÚ´Â ¼±Ãµ¼º ÁõÈÄ±º °¡Áö°í ÀÖ¼ö´Ù.,,
entailment,"°£ºÎÀü ÀÖ¼ö´Ù?³úº´Áõ·Âµµ ÀÖ¼ö´Ù, ±â·Ï¿¡´Â Á¶Á÷°Ë»ç °á°ú ¾ø¼ö´Ù, ´ç´¢º´ 2ÇüÀº ÀÎ½¶¸° ºñÀÇÁ¸ÇüÀÌ¼ö´Ù, ½ÉºÎÀüÁõµµ ÀÖ¼ö´Ù, PSA ¼öÄ¡ ¿Ã¶ó°¬¼ö´Ù, ÃéÀå¿° ÀÖ¼ö´Ù, PPD ¾ç¼ºÀÌ¼ö´Ù, ¾ËÄÚ¿Ã¼º ½É±Ùº´Áõµµ ÀÖ¼ö´Ù.",È¯ÀÚ´Â º´·Â ¿©·¯ °³ ÀÖ¼ö´Ù.,,
contradiction,"±â·Ï¼­¿£ »ý°Ë °á°ú ¾ø°í, °£ºÎÀü°ú ³úº´Áõ·Â, ÀÎ½¶¸° ºñÀÇÁ¸¼º 2Çü ´ç´¢º´, ½ÉºÎÀüÁõ, PSA ¼öÄ¡ ¿Ã¶ó°£ °Å, ÃéÀå¿°, PPD ¾ç¼º, ¾ËÄÚ¿Ã¼º ½É±Ùº´ÁõÀÌ ÀÖ¼ö´Ù.",È¯ÀÚÀÇ °£ ±â´ÉÀº Á¤»óÀÌ¿ì´Ù.,,
neutral,"°£ºÎÀü¿¡ ³úº´Áõ·Â ÀÖÁÖ°í ±â·Ï»óÀ¸³­ Á¶Á÷°Ë»ç °á°ú´Â ¸ø Ã£¾Ñ¼ö´Ù, ´ç´¢º´ 2ÇüÀÎµð ÀÎ½¶¸° ºñÀÇÁ¸¼ºÀÌ¸Û ½ÉºÎÀüÁõ¿¡ PSA ¼öÄ¡µµ ¿Ã¶ó°«ÁÖ, ÃéÀå¿° ÀÖÁÖ°í PPD ¾ç¼º¿¡ ¾ËÄÚ¿Ã¼º ½É±Ùº´Áõµµ ÀÖ¼ö´Ù.",È¯ÀÚ´Â ¼ú Áßµ¶ÀÌ¿ì´Ù.,,
entailment,¾îÁ¦ ±× ¾ç¹ÝÀÌ HD À§ÇÏ¹Î °Ë»ç ¹Þ¾Ó ½ÇÇè½Ç °Ë»çµµ ÁøÇàµÈ °Å º¸°í¼­ º¸¹Î Hgb ¼öÄ¡°¡ 7.2·Î È®ÀÎµÆ¼ö´Ù.,±×´Â ºóÇ÷ÀÌ¿ì´Ù.,,
contradiction,"¾îÁ¦ ±× »ç¸§ÀÌ HD Çæ¶ó °Ë»ç¸¦ ¹Þ¾Æ¸Û ½ÇÇè½Ç¼­ ÇÇ »Ì¾Ó, º¸°í¼­ º¸³­ ±× »ç¸§ Hgb ¼öÄ¡°¡ 7.2·Î È®ÀÎµÇ¾ú¼ö´Ù.",±× »ç¶÷ Çì¸ð±Û·Îºó ¼öÄ¡´Â Á¤»ó ¹üÀ§ ¾ÈÀÌ¿ì´Ù.,,
neutral,"¾îÁ¦ ±× »ç¸§Àº HD °Ë»ç Çã·¯ º´¿ø¿¡ °¬¼ö´Ù, ÇÇ °Ë»çµµ Çß¼ö´Ù, º¸°í¼­ º¸¹Î Hgb ¼öÄ¡°¡ 7.2·Î ³ª¿Ô¼ö´Ù.",±×´Â ¸ö¿¡ ±â Èû ¾ø¼ö´Ù.,,
entailment,È¯ÀÚºÐÀº ¿ä±Ù·¡ Ã¼ÁßÀÌ ÁÙÀº °Ô È®ÀÎµÇ¾ú¼ö´Ù.,È¯ÀÚ Ã¼Áß ÁÙ¾îµé°î ÀÖ¼ö´Ù.,,
contradiction,È¯ÀÚºÐÀº ±ÙÀú¿¡ Ã¼ÁßÀÌ ÁÙÀº °Ô È®ÀÎµÆ¼ö´Ù.,È¯ÀÚ Ã¼Áß ´Ã°î ÀÖ¼ö´Ù.,,
neutral,È¯ÀÚ ÃÖ±Ù »ìÀÌ ÁÙ¾îµç °Å È®ÀÎµÇ¾ú¼ö´Ù.,È¯ÀÚ ¾Ï Áø´Ü ¹Þ¾Ò¼ö´Ù.,,
entailment,±× »ç¶÷ ¹ß¿­µµ ¾ø°í ¼³»çµµ ¾ø°í °¡½¿ ¾ÆÇÂ °Íµµ ¾ø°í ±âÄ§µµ ¾ø°í ¼û½¬´Â µ¥ ºÒÆíÇÑ Áõ»óµµ ¾ø°í ¼Òº¯ º¼ Àû¿¡ ¾ÆÇÂ °Íµµ ¾Æ¹« °Íµµ ¾ø´Ü Çã¿ì´Ù.,È¯ÀÚ´Â °¨¿° Áõ»ó ¾ø¼ö´Ù.,,
contradiction,"±× »ç¶÷ ¹ß¿­, ¼³»ç, °¡½¿ ¾ÆÇÄ, ±âÄ§, °¨±â °°Àº Áõ»óÀÌ³ª ¼Òº¯ º¼ Àû¿¡ ¾ÆÇÂ °Å ÇÑ ¹øµµ °Þ¾îº» Àû ¾ø´Ù°í ÇÏ¿ì´Ù.",È¯ÀÚ´Â »ó±âµµ °¨¿° ¾Î°í ÀÖ¼ö´Ù.,,
neutral,"±× »ç¶÷Àº ¿­ÀÌ¶û ¼³»ç, °¡½É ¾ÆÇÂ °Å, ±âÄ§, À§¼­ ¸»Çå ¼û½¬±â Áõ»ó ¾Æ´Ï¹Î ¿ÀÁÜ ´­ ¶§ ¾ÆÇÂ °Å °°Àº °Ç ÇÏ³ªµµ °Þ¾ð Àû ¾ö¼ö´Ù ÇÏ¹Î ºÎÀÎÇã¿ì´Ù.",È¯ÀÚ´Â Æó·Å ¾Î°í ÀÖÁø ¾Ê¼ö´Ù.,,
entailment,"È¯ÀÚºÐÀº ¿À¸¥Â¦ ´Ù¸® ÈûÀÌ ºüÁø °Å¶û ¸»ÇÒ ¶§ ´Ü¾î¸¦ Àß ¸ø Ã£´Â ¾î·Á¿òÀ» °è¼Ó È£¼ÒÇã¸Û, ÀÌ Áõ»óÀÌ ±Ù»õ 2~3ÀÏ »çÀÌ¿¡ »õ·Î »ý°ÜºÎ·µ¼ö´Ù°í ¸»Çã°î ÀÖ¼ö´Ù.",È¯ÀÚ¿¡°Ô ±Þ¼º ½Å°æÇÐÀû ¼Ò°ß ÀÖ¼ö´Ù.,,
contradiction,"È¯ÀÚ´Â ¿À¸¥ÂÊ ´Ù¸® ÈûÀÌ ºüÁö°î ´Ü¾î Ã£´Â °Å½Ã ÇèÁöÄí´Ù Çã¸Û, ÀÌ°Å³­ º»ÀÎ ¸»·ÎÇã¹Î ÀÌÆ²¼­ »ïÀÏ »çÀÌ¿¡ »õ·Î »ý±ä Áõ»óÀÌ¶ó ÇÏ¸Û °Ô¼Ó È£¼ÒÇã°í ÀÖ¼ö´Ù.",È¯ÀÚÀÇ ½Å°æÇÐÀû °Ë»ç´Â Á¤»óÀÌ¿ì´Ù.,,
neutral,"È¯Á¨ ¿À¸¥ÂÊ ´Ù¸® ÈûÀÌ ºüÁö°í ´Ü¾î Ã£±â°¡ ¾î·Á¿î °É °Ô¼Ó È£¼ÒÇã¸Û, ÀÌ°Ç ±× »ç¶÷ ¸»Çã¹Î ¿ä 2~3ÀÏ »çÀÌ¿¡ »õ·Î »ý±ä Áõ»óÀÌ¶ó ÇÏ¿ì´Ù.",È¯ÀÚ´Â ³úÁ¹Áß ¾Î°í ÀÖ¼ö´Ù.,,
entailment,"È¯ÀÚ´À ÀÔ¿ø ÇÑ ÁÖÀÏ Àü±îÁø º»µð »óÅÂ ÁöÄÑ¿À´Ù °¡, ÇÇ°ïÇã°í ¾îÂñ¾îÂñÇå °Å ´À²¸Áö±â ½ÃÀÛÇØ ÁÖÄ¡ÀÇ Çã°Ô »ó´ãÇß¼ö´Ù.",È¯ÀÚ¿¡°Ô »õ·Î Èû ºüÁö´Â Áõ»ó ³ªÅ¸³µ¼ö´Ù.,,
contradiction,È¯ÀÚºÐÀº ÀÔ¿ø ÀÏÁÖÀÏ Àü±îÀå º»µð °Ç°­ »óÅÂ ±×´ë·Î À¯ÁöÇã´Ù °¡ ÇÇ°ïÇã³­ °Å¶û ¾îÁö·³ ´À³¢±â ½ÃÀÛÇØ»ç ÁÖÄ¡ÀÇ°Ô »ó´ã Çã¿´¼ö´Ù.,È¯ÀÚ´Â ¸¸¼º Áõ»ó °¡Áö°í ÀÖ¼ö´Ù.,,
neutral,È¯ÀÚ´Â ÀÔ¿ø Çã±â ÀÏÁÖÀÏ Àü±îÁø º»µð´ë·Î °Ç°­Çã°Ô Áö³»¿À´Ù°¡ ÇÇ°ïÇã°î ¾îÁú¾îÁúÇå °É ´À²¸»ç Áö ÁÖÄ¡ÀÇ°Ô Ã£¾Æ°¬¼ö´Ù.,È¯ÀÚ´Â ½ÉºÎÀüÁõ ¾Î°í ÀÖ¼ö´Ù.,,
entailment,¿­µµ ¿ÀÇÑµµ °¡½É ¾ÆÇÂ °Íµµ ¼³»çµµ ¾ø¼ö´Ù.,È¯ÀÚ´Â ¿­°¨ ¾ø¼ö´Ù.,,
contradiction,¿­µµ ¿ÀÇÑµµ °¡½¿ ¾ÆÇÂ °Åµµ ¼³»çµµ ¾ø¼ö´Ù.,È¯ÀÚ´Â ¿­³ª°í ÀÖ¼ö´Ù.,,
neutral,¿­µµ ¿ÀÇÑµµ °¡½¿ ÅëÁõµµ ¼³»çµµ ¾ø¼ö´Ù.,È¯ÀÚ´Â °¨¿° Áõ»ó ¾ø¼ö´Ù.,,
entailment,"¾ÕÀü¿¡ °íÇ÷¾ÐÀÌ¶û °íÁöÇ÷ÁõÀÌ ÀÖ¾ú°í ÀÇ½É°¡´Â ÀÏ°ú¼º ³úÇãÇ÷ ¹ßÀÛ(TIA)µµ ÀÖ¾ú´Âµð, »õ·Î »ý±ä ½É¹æ¼¼µ¿(Afib)ÀÌ ÀÖ´Âµð ÀÌ°Ç ÀÏÁÖÀÏ Àü(1wk PTA)¿¡ »ý°å¼ö´Ù.",È¯ÀÚ´Â ¿©·¯ ¸¸¼º ÁúÈ¯ ¾Î°í ÀÖ¼ö´Ù.,,
contradiction,"Àü¿¡ °íÇ÷¾ÐÀÌ¶û °íÁöÇ÷Áõ, °¡´É¼º ÀÕ´Â ÀÏ½ÃÀû ³úÇãÇ÷ ¹ßÀÛÀÌ ÀÕ¾ùÁÖ°Ô, ±Ù¿¡ ÀÏÁÖÀÏ Àü¿¡ »õ·Î »ý±ä ½É¹æ¼¼µ¿µµ ÀÕ¼ö´Ù.",È¯ÀÚÀÇ ½É¹Ú¼ö´Â Á¤»óÀÌ¿ì´Ù.,,
neutral,"¿¾Àû¿£ °íÇ÷¾ÐÀÌ¶û °íÁöÇ÷Áõ, °¡´É¼º ÀÕ´Â ÀÏ½ÃÀû ³úÇãÇ÷¹ßÀÛÀÌ ÀÖ¾ú°í, ¿ä±Ù·¡ 1ÁÖÀÏ Àü¿¡ »õ·Î »ý±ä ½É¹æ¼¼µ¿µµ ÀÕ¼ö´Ù.",È¯ÀÚ´Â »öÀü¼º ³úÁ¹Áß À§Çè ÀÖ¼ö´Ù.,,
entailment,"ÅÂ¾Æ ¼±º° °Ë»ç °á°ú: [¿ù/ÀÏ(4)] OÇü À½¼º, Ç×Ã¼ À½¼º, ·çº§¶ó ¸é¿ª ÀÖ¼ö´Ù, RPR ºñ¹ÝÀÀ¼º, BÇü °£¿° Ç¥¸é Ç×¿ø À½¼º, ±×·ì º£Å¸ ¿¬¼â±¸±Õ »óÅÂ´Â ¾ÆÁ÷ È®ÀÎ ¸øÇß¼ö´Ù.",È¯ÀÚÀÇ ÅÂ¾Æ ¼±º°°Ë»ç´Â À½¼ºÀÌ¿ì´Ù.,,
contradiction,"ÅÂ¾Æ ¼±º° °Ë»ç: [¿ù/ÀÏ(4)] OÇü À½¼º, Ç×Ã¼ À½¼º, ·çº§¶ó ¸é¿ª, RPR ºñ¹ÝÀÀ¼º, BÇü °£¿° Ç¥¸é Ç×¿ø À½¼º, ±×·ì º£Å¸ ¿¬¼â±¸±Õ »óÅÂ³­ ¹ÌÈ®ÀÎÀÌ¿ì´Ù.",¾î¸Ó´Ï ¸Åµ¶ °É·È¼ö´Ù.,,
neutral,"»êÀü °Ë»ç °á°ú´Â [**¿ù/ÀÏ (4)**] OÇü À½¼º, Ç×Ã¼´Â À½¼º, Ç³ÁøÀº ¸é¿ª ÀÖ¼ö´Ù, ¸Åµ¶ ¹ÝÀÀÀº ¾ø¼ö´Ù, BÇü °£¿° Ç¥¸é Ç×¿øÀº À½¼º, ±×·ì º£Å¸ ¿¬¼â±¸±Õ »óÅÂ´Â ¾ÆÁ÷ È®ÀÎ ¾È µÆ¼ö´Ù.",ÀÓ½ÅÀº ¸¸»è±îÁö °¬¼ö´Ù.,,
entailment,±× ¿¬±¸ Çã¹Î Áß¿¡ È¯ÀÚ´Â ±Þ¼º ÆóºÎÁ¾ÀÌ ¹ßº´ÇØ»ç ¸ð¸£ÇÉÀÌ¶û ¶ó½Ä½º·Î Ä¡·á°¡ ÇÊ¿äÇß¼ö´Ù.,±×³â ÀÌ´¢Á¦ Ä¡·á ¹Þ¾Ò¼ö´Ù.,,
contradiction,±× ¿¬±¸ Çã¸Û Áß¿¡ È¯ÀÚ´À ±Þ¼º ÆóºÎÁ¾ÀÌ ¿Í½Å°Ô ¸ð¸£ÇÉÀÌ¶û ¶ó½Ä½º·Î Ä¡·á°¡ ÇÊ¿äÇØÁ³¼ö´Ù.,È¯ÀÚ´Â È£Èí±â Áõ»ó ÀüÇô ¾È ³ªÅ¸³µ¼ö´Ù.,,
neutral,±× ¿¬±¸ Çã´ø Áß¿¡ È¯ÀÚºÐÀÌ ±Þ¼º ÆóºÎÁ¾ÀÌ »ý°Ü»ç ¸ð¸£ÇÉÀÌ¶û ¶ó½Ä½º ½á»ç Ä¡·á Çã´Â °Ô ÇÊ¿äÇß¼ö´Ù.,±×³â ¼ûÂ÷¹Î ½ÃÀÛÇß¼ö´Ù.,,
entailment,"ÇöÀå¼­ È¯ÀÚ µ¿°øÀº ´À±×·¹ 2-3mm ¿òÁ÷ÀÌÁÖ¸¸ ¹ÝÀÀÀº ÀÖ¾ú¼ö´Ù, ½É¹Ú¼ö´Â ¹é, È£Èí¼ö´Â ³Ý, Ã»ÃëÇØ µéÀ» ¼ö ÀÖ´Â Ç÷¾ÐÀº ¾ø¾ú¼ö´Ù, È¯Á¨ Ã¢¹éÇã°î Â÷°©°î ¶¡ÀÌ ÇÏ¿µ ³µ¼ö´Ù.",È¯ÀÚÀÇ ¼û½¬´Â ¼Óµµ ³·¼ö´Ù.,,
contradiction,"ÇöÀå¼­ È¯ÀÚ ´«µ¿ÀÚ´Â µÐÇØÁøµð ¹ÝÀÀÀº ÀÖ¾ú°î Å©±â´Â 2~3mm¿´¼ö´Ù, ½É¹Ú¼ö´Â ºÐ´ç 100¹øÀÌ¾ú¼ö´Ù, È£Èí¼ö´Â ºÐ´ç 4¹øÀÌ¾ú¼ö´Ù, Ã»ÁøÀ¸·Ð Ç÷¾ÐÀÌ ¾È ÀâÇû¼ö´Ù, È¯ÀÚ´Â Ã¢¹éÇã°î Ã¼¿ÂÀÌ ³·¾Æ½Åµð ¶¡ÀÌ ÇÏ¿µ ³µ¼ö´Ù.",È¯ÀÚÀÇ ½ÅÃ¼ °Ë»ç´Â Á¤»óÀÌ¿ì´Ù.,,
neutral,"ÇöÀå¼­ È¯ÀÚ µ¿°øÀº ´À¸´Çã°Ô 2-3mm ¿òÁ÷ÀÌÁÖ¸¸ ¹ÝÀÀÀº ÀÖ¾ù¼ö´Ù, ½É¹Ú¼ö´Â ¹é, È£Èí¼ö´Â ³Ý, Ã»Ãë °¡´ÉÇÑ Ç÷¾ÐÀº ¾÷¾ù¼ö´Ù, È¯ÀÚ´Â ÇÍ±â ¾÷°í Â÷°©¾Ñ°í ¶¡ÀÌ ÇÏ¿µ ³ª°î ÀÖ¾ù¼ö´Ù.",È¯ÀÚ°¡ ¾à °ú´Ùº¹¿ë Çß¼ö´Ù.,,
entailment,ÇØ»ê Çæ Àû¿¡ ½Å»ý¾Æ°ú Àü¹®ÀÇ°¡ ¾ø¾ú¼ö´Ù°Ô³­ È¸º¹¼úÀº »ê¸ðÇÏ Ãâ»ê °£È£»çµéÀÌ ½ÃÀÛÇÚ¼ö´Ù.,È¯ÀÚ´Â ±âº» »ý¸í À¯Áö Ã³Ä¡ ÇÊ¿äÇß¼ö´Ù.,,
contradiction,"ÇØ»êÇæ ¶§ ½Å»ý¾Æ°ú Àü¹®ÀÇ°¡ ¾÷¾ð°Ô, »ê¸ðÇã°í Ãâ»ê °£È£»ç´úÀÌ È¸º¹¼úÀ» ½ÃÀÛÇß¼ö´Ù.",È¯ÀÚ´Â Ãâ»ê µÚ ´õ µµ¿ò ÇÊ¿ä ¾ø¾ú¼ö´Ù.,,
neutral,"Ãâ»êÇÒ Àû¿¡ ½Å»ý¾Æ°ú Àü¹®ÀÇ°¡ ¾ø¾û¼­, È¸º¹¼úÀº »ê¸ðÇÏ Ãâ»ê °£È£»çµéÀÌ È¥µð ½ÃÀÛÇß¼ö´Ù.",È¯ÀÚ´Â Á¶»êÀ¸·Î ÅÂ¾î³µ¼ö´Ù.,,
entailment,±×³­ ¶Ç ÀÌ´¢·®ÀÌ 1800ccÀÌ°î ¶ó½Ä½º 80mg Á¤¸ÆÁÖ»ç ÇÑ Â÷·¹ ¸Â¾Ò¼ö´Ù.,±×´Â ÀÌ´¢Á¦ Ä¡·á ¹Þ¾Ò¼ö´Ù.,,
contradiction,±× ¾çÀº ¶Ç ¶ó½Ä½º 80mgÀ» Á¤¸ÆÁÖ»ç·Î ÇÑ ¹ø ¸Â¾Ò°í ÀÌ´¢·®Àº 1800cc¿´¼ö´Ù.,±×´Â Ã¼¾× ºÎÁ· »óÅÂ¿´¼ö´Ù.,,
neutral,±× ¾ç¹ÝÀº ¶Ç ÀÌ´¢·® 1800cc ÇÏ²² ¶ó½Ä½º 80mgÀ» Á¤¸ÆÁÖ»ç·Î ÇÑ ¹ø ¸Â¾Ò¼ö´Ù.,±×´Â ½ÉºÎÀüÁõ ¾Î°í ÀÖ¼ö´Ù.,,
entailment,"´ç´¢º´ 2ÇüÀ¸·Î ÀÎ½¶¸°¿¡ ÀÇÁ¸Çã¸Û °íÇ÷¾ÐÀÌ¶û ¿ì¿ïÁõ ÀÖ¼ö´Ù, °ü»óµ¿¸Æ ¿ìÈ¸¼úµµ ¹Þ¾Ò¼ö´Ù [**3234**] [**Hospital1 251**], ¿ä ±Ù·¡ ¿À¸¥ÂÊ ´Ù¼¸Â° ÁßÁ·°ñ °üÀý ±Ë¾ç¿¡ ÇÇºÎ ÀÌ½Ä ¹Þ¾Ó ³­ ÈÄ, ÃÖ±Ù ¹Ì¶ó½Å³»¼º È²»öÆ÷µµ»ó±¸±Õ(MRSA) ¶«½Ã ¹ß ±Ë¾çÀÌ¶û »À¿° ¾ÎÀº º´·Âµµ ÀÖ¼ö´Ù.",È¯ÀÚÀÇ Ç÷´ç ¼öÄ¡ ³ô¼ö´Ù.,,
contradiction,"2Çü ´ç´¢º´ ÀÎ½¶¸° ÀÇÁ¸Çü, °íÇ÷¾Ð, ¿ì¿ïÁõ ÀÖ°î ½ÉÀåµ¿¸Æ¿ìÈ¸¼ú [**3234**] [**Hospital1 251**] ¹Þ¾Ñ¼ö´Ù, ±Ù¿¡ ¿À¸¥ÂÊ ´Ù¼¸Â° ÁßÁ·°ñ°üÀý ±Ë¾ç ¶«½Ã ÇÇºÎ ÀÌ½Ä Çã¿©³­ ÈÄ, ±Ù¿¡ ¹ß ±Ë¾ç¼­ ¸ÞÆ¼½Ç¸° ³»¼º È²»öÆ÷µµ¾Ë±Õ(MRSA) ³ª¿À°î °ñ¿° ÀÌ·Âµµ ÀÕ¼ö´Ù.",È¯ÀÚ´Â °ñ°¨¿° º´·Â ¾ø¼ö´Ù.,,
neutral,"´ç´¢º´ 2Çü ÀÎ½¶¸° ÀÇÁ¸Çü¿¡ °íÇ÷¾ÐÀÌ¶û ¿ì¿ïÁõµµ ÀÕ°í, °ü»óµ¿¸Æ ¿ìÈ¸¼ú [**3234**] [**Hospital1 251**] ¹Þ¾ð Àûµµ ÀÕ¼ö´Ù, ±Ù±Ù¿¡ ¿À¸¥ÂÊ ´Ù¼¸Â° ÁßÁ·°ñ°üÀý ±Ë¾ç ¶«½Ã ÇÇºÎ ÀÌ½Ä Çã¿Ó°í, ¶Ç ÃÖ±Ù ¹ß ±Ë¾ç¿¡¼± ¸ÞÆ¼½Ç¸° ³»¼º È²»öÆ÷µµ»ó±¸±Õ(MRSA) °¨¿°ÀÌ ÀÕ¾ð µ¥´Ù °ñ¿° ÀÇ½É º´·Âµµ ÀÕ¼ö´Ù.",È¯ÀÚ´Â ´ç´¢º´¼º ½Å°æº´Áõ ¾Î°í ÀÖ¼ö´Ù.,,
entailment,³úÁ¹Áß º´·Â ÀÖ¼ö´Ù.,È¯ÀÚ´Â ³úÁ¹Áß º´·Â ÀÖ¼ö´Ù.,,
contradiction,³úÁ¹Áß ¾ÎÀº Àû ÀÖ¼ö´Ù.,È¯ÀÚÀÇ ³ú MRI´Â Á¤»óÀÌ¿ì´Ù.,,
neutral,ÁßÇ³ ¾ÎÀº Àû ÀÖ¼ö´Ù.,È¯ÀÚ´Â ¹Ý½Å¸¶ºñ ¾Î°í ÀÖ¼ö´Ù.,,
entailment,±× ¿©´Â ¿À¸¥Â¦ ´Ù¸® ¿òÁ÷ÀÌ´Â °Å½Ã ¾î·Æ¼ö´Ù.,È¯ÀÚ´Â ¿À¸¥ ´Ù¸®¿¡ ¹®Á¦ ÀÖ¼ö´Ù.,,
contradiction,±× »ç¸§Àº ¿À¸¥ÂÊ ´Ù¸± ¿òÁ÷ÀÌ´Â °Å½Ã Èûµé¾îÇã°í ÀÕ¼ö´Ù.,È¯ÀÚ´Â ¾çÂÊ ´Ù¸® Èû 5/5·Î Àß ³ª¿Ô¼ö´Ù.,,
